Identifier,,Progress,,,,,,,,,Deal Info,,,,,,,,,Sources,,,,,,,,,,FDI MARKETS DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal ID,Present in '22?,Reviewer,Review Date,Review Status,Analyst,Analyst (after 10/15/2025),Checked Date,Confidence Status,Duplicate Pair ID (Original),Comments (changes made),Deal Status,Amount - Announced (Million USD),Amount - Completed (Million USD),Estimated (Y),CN Deal Stake (%),Date [MM/DD/YYYY] - Announced,Date [MM/DD/YYYY] - Completed,BU Sector,BU Sub-sector,Source (Deal Status),Source (Amount - Announced),Source (Amount - Completed),Source (Deal Stake %),Source (Date [MM/DD/YYYY] - Announced),Source (Date [MM/DD/YYYY] - Completed),Source (BU Sector),Other/General Sources,Subregion,Year (Announced),Project date,FDI Project ID,Investing company,Parent company,Parent company ID,Source country,Source state,Source city,Region,Destination,Relocation from,Industry sector,Sub-sector,Cluster,Industry activity,Jobs created,Estimated,Capital Investment (US$m),Estimated,Project type,Project status,Motive description,Markets served,Joint venture companies,Source,Contact name (1),Position (1),Email (1),Telephone (1),Contact name (2),Position (2),Email (2),Telephone (2),Contact name (3),Position (3),Email (3),Telephone (3)
2434,,,,,Naufal,,11/07/2025,Low,,"In 2020, ByteDance announced plan to set up a second entity in India. No further updates or details can be found. hence, considered as low confidence",Announced,,,,,06/02/2020,,ICT,ICT Services,https://tech.economictimes.indiatimes.com/news/internet/tiktok-owner-bytedance-to-set-up-another-corporate-entity-in-india/76123572?redirect=1,,,,https://tech.economictimes.indiatimes.com/news/internet/tiktok-owner-bytedance-to-set-up-another-corporate-entity-in-india/76123572?redirect=1,,https://tech.economictimes.indiatimes.com/news/internet/tiktok-owner-bytedance-to-set-up-another-corporate-entity-in-india/76123572?redirect=1,,South Asia,2020,6/1/2020,,Bytedance,Bytedance,,China,Beijing Municipality,Beijing,Asia,India,,Software & IT services,Internet publishing & broadcasting & web search,Creative Industries,Technical Support Centre,399,Yes,9.5,Yes,New,Announced,,Global,,https://tech.economictimes.indiatimes.com/news/internet/tiktok-owner-bytedance-to-set-up-another-corporate-entity-in-india/76123572?redirect=1,,,,,,,,,,,,
2435,,,,,Naufal,,03/23/2025,Duplicate,2434,,,,,,,,,,,,,,,,,,,South Asia,,6/1/2020,,Bytedance,Bytedance,,China,Beijing Municipality,Beijing,Asia,India,,Software & IT services,Internet publishing & broadcasting & web search,Creative Industries,Technical Support Centre,399,Yes,9.5,Yes,New,Announced,,Global,,https://tech.economictimes.indiatimes.com/news/internet/tiktok-owner-bytedance-to-set-up-another-corporate-entity-in-india/76123572?redirect=1,,,,,,,,,,,,
2436,,,,,Pocut,,03/08/2025,High,,Shanxi Oriental Material Handling Co. Ltd. invested RM40 million ($8.9 million) to establish its regional hub in Malaysia. Conversion rate is 1 USD=4.495971 MYR.,Announced,8.9,,Yes,,08/07/2019,,Industry & Trade/Ser,Logistics and Distribution,https://themalaysianreserve.com/2019/08/08/chinese-logistics-firm-invests-in-msia/#google_vignette,https://themalaysianreserve.com/2019/08/08/chinese-logistics-firm-invests-in-msia/#google_vignette,,,https://themalaysianreserve.com/2019/08/08/chinese-logistics-firm-invests-in-msia/#google_vignette,,,,Southeast Asia,2019,8/1/2019,,Shanxi Oriental Material Handing,Shanxi Oriental Material Handing,,China,Shanxi,Taiyuan,Asia,Malaysia,,Industrial equipment,General purpose machinery,Transportation & Warehousing,Headquarters,53,Yes,9.5,No,New,Announced,,South-east Asia,,https://themalaysianreserve.com/2019/08/08/chinese-logistics-firm-invests-in-msia/,,,,,,,,,,,,
2437,,,,,Alif,,06/13/2025,High,,Build a manufacturing and processing facility in Vietnam. Information about completion date is not available,Announced,9.5,,No,,11/10/2018,,Industry & Trade/Ser,Manufacturing,https://www.yicaiglobal.com/news/yongyi-furniture-to-invest-usd95-million-in-vietnam-facility,https://www.yicaiglobal.com/news/yongyi-furniture-to-invest-usd95-million-in-vietnam-facility,,,https://www.yicaiglobal.com/news/yongyi-furniture-to-invest-usd95-million-in-vietnam-facility,,https://www.yicaiglobal.com/news/yongyi-furniture-to-invest-usd95-million-in-vietnam-facility,,Southeast Asia,2018,11/1/2018,,Zhejiang Yongyi (UE) Furniture,Zhejiang Yongyi (UE) Furniture,,China,Zhejiang,Huzhou,Asia,Vietnam,,Consumer products,"Furniture, homeware & related products (Consumer Products)",Consumer Goods,Manufacturing,60,Yes,9.5,No,New,Announced,,South-east Asia,,https://www.yicaiglobal.com/news/yongyi-furniture-invest-usd95-million-vietnam-facility,,,,,,,,,,,,
2438,,,,,,,,,,Changed name to United Arab Emirates,,,,,,,,,,,,,,,,,,Middle East,,6/1/2018,,Cainiao Smart Logistics Network,Alibaba Group,,China,Zhejiang,Hangzhou,Asia,United Arab Emirates,,Transportation & Warehousing,Freight/Distribution Services,Transportation & Warehousing,"Logistics, Distribution & Transportation",98,Yes,9.5,Yes,New,Announced,,,,https://fashionunited.fr/actualite/mode/alibaba-ouvrira-un-centre-de-distribution-a-liege/2018060415847,,,,,,,,,,,,
2439,,,,,Alif,,06/13/2025,Medium,,Construction of a solar power facility (61 MW capacity) in Ninh Thuan province. The project is on schedule to be connected to the grid in 2019. Information about completion date and investment value is not available,Announced,,,,,09/26/2018,,Energy,Renewable Energy Solar,https://www.eqmagpro.com/risen-energy-accelerates-overseas-expansion-with-signing-of-contract-for-first-ppa-project-in-vietnam/,https://www.eqmagpro.com/risen-energy-accelerates-overseas-expansion-with-signing-of-contract-for-first-ppa-project-in-vietnam/,,,https://www.eqmagpro.com/risen-energy-accelerates-overseas-expansion-with-signing-of-contract-for-first-ppa-project-in-vietnam/,,https://www.eqmagpro.com/risen-energy-accelerates-overseas-expansion-with-signing-of-contract-for-first-ppa-project-in-vietnam/,,Southeast Asia,2018,8/1/2018,,Risen Energy,Risen Energy,,China,Zhejiang,Ningbo,Asia,Vietnam,,Electronic components,All other electrical equipment & components,Environmental Technology,"Sales, Marketing & Support",10,No,9.4,Yes,New,Opened,,,,https://www.prnewswire.com/news-releases/risen-energy-targets-southeast-asian-pv-market-via-vietnamese-branch-office-300703170.html,,,,,,,,,,,,
2440,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,10/1/2008,,Dunan Metals,Dunan Holdings,,China,Zhejiang,Hangzhou,Asia,Thailand,,"Industrial Machinery, Equipment & Tools","Ventilation, heating, air conditioning, and commercial refrigeration equipment manufacturing",ICT & Electronics,Manufacturing,570,No,9.4,No,New,,,,,,,,,,,,,,,,,
2441,,,,,Pocut,,03/08/2025,High,,"Sany Group  invested up to RM19.6 million (49% of RM40 million or $8.9 million) in a joint venture with ML Global to establish a precast concrete panel plant in Nilai, Malaysia. Expected to operate in 2016. Conversion rate is 1 USD=4.495971 MYR",Commenced,4.3,,Yes,49,07/01/2017,,Industry & Trade/Ser,Manufacturing,https://theedgemalaysia.com/article/ml-global-and-sany-rm40m-venture,https://theedgemalaysia.com/article/ml-global-and-sany-rm40m-venture,,https://theedgemalaysia.com/article/ml-global-and-sany-rm40m-venture,https://theedgemalaysia.com/article/ml-global-and-sany-rm40m-venture,,,,Southeast Asia,2017,7/1/2017,,Sany,Sany,,China,Hunan,Changsha,Asia,Malaysia,,Building & Construction Materials,Cement & concrete products,Construction,Manufacturing,37,Yes,9.3,No,New,,,,,,Tang Xiuguo,President,,,,,,,,,,
2442,,TR,,ok,Zaky,,03/14/2025,Low,,Just information about the completion date,Completed,,,,,,07/23/2019,Industry & Trade/Ser,Manufacturing,https://www.marketscreener.com/quote/stock/XCMG-CONSTRUCTION-MACHINE-6496817/news/XCMG-Construction-Machinery-Co-Ltd-Opens-Spare-Parts-Center-in-Mongolia-Creating-Complete-Sale-34207600/,,,,,https://www.marketscreener.com/quote/stock/XCMG-CONSTRUCTION-MACHINE-6496817/news/XCMG-Construction-Machinery-Co-Ltd-Opens-Spare-Parts-Center-in-Mongolia-Creating-Complete-Sale-34207600/,https://www.marketscreener.com/quote/stock/XCMG-CONSTRUCTION-MACHINE-6496817/news/XCMG-Construction-Machinery-Co-Ltd-Opens-Spare-Parts-Center-in-Mongolia-Creating-Complete-Sale-34207600/,,East Asia,,8/1/2019,,XCMG Construction Machinery,XCMG Construction Machinery,,China,Jiangsu,Xuzhou,Asia,Mongolia,,Industrial equipment,"Agriculture, construction, & mining machinery",Construction,"Logistics, Distribution & Transportation",69,Yes,9.3,Yes,New,Opened,,,,https://www.lelezard.com/en/news-18871359.html,,,,,,,,,,,,
2443,,,,,Pocut,,06/14/2025,Medium,,"In 2018, Guangzhou Port Group opened a representative office in Singapore to promote its Nansha terminal and strengthen its client engagement in Southeast Asia, though no amount of investment was mentioned.",Completed,,,,,,09/12/2018,Transportation,Ports/Waterways,http://www.seanews.com.tr/guangzhou-port-opens-offices-in-singapore-to-promote-its-nansha-terminal/179590/,,,,,http://www.seanews.com.tr/guangzhou-port-opens-offices-in-singapore-to-promote-its-nansha-terminal/179590/,,,Southeast Asia,,9/1/2018,,Guangzhou Port Group,Guangzhou Port Group,,China,Guangdong,Guangzhou,Asia,Singapore,,Transportation & Warehousing,Warehousing & storage,Transportation & Warehousing,"Sales, Marketing & Support",22,Yes,9.3,Yes,New,Opened,"Song Xiaoming, vice president, 'Singapore is an important strategic location for Guangzhou Port Group, in the future we will use this representative office to stay in closer contact to our clients and ensure that we provide the highest value services possible,'",,,http://www.seanews.com.tr/guangzhou-port-opens-offices-in-singapore-to-promote-its-nansha-terminal/179590/,Song Xiaoming,Vice President,,,,,,,,,,
2444,,,,,Naufal,,11/07/2025,Medium,,Opening of R8D centre for Oppo in India. Part of global investment of US$1.43 billion (no info for India share of investment). No details regarding investment amount.,Completed,,,,,,12/15/2018,Industry & Trade/Ser,Manufacturing,https://telecom.economictimes.indiatimes.com/news/oppo-plans-to-make-hyderabad-rd-its-largest-outside-china-to-hire-over-500-engineers/67094159,,,,,https://telecom.economictimes.indiatimes.com/news/oppo-plans-to-make-hyderabad-rd-its-largest-outside-china-to-hire-over-500-engineers/67094159,https://telecom.economictimes.indiatimes.com/news/oppo-plans-to-make-hyderabad-rd-its-largest-outside-china-to-hire-over-500-engineers/67094159,,South Asia,,10/1/2018,,Oppo Electronics,BBK Electronics,,China,Guangdong,Dongguan,Asia,India,,Communications,Communications equipment,ICT & Electronics,Research & Development,100,No,9.1,Yes,New,Opened,,,,https://indianexpress.com/article/technology/tech-news-technology/oppo-opens-rd-centre-in-hyderabad-its-largest-facility-outside-of-china-5495149/,Tasleem Arif,"Head, Research and Development, Oppo Electronics",,,Charles Wong,President (India),,,Bobby Condon,General Manager (Southeast US),,
2445,,,,,Naufal,,11/07/2025,High,,"half shaft, pump and steering gears manufacturing plant by Nexteer in Chakan, India. Investment planned amounted to US$ 30 million. By September 2016, the plant has opened but no clear indication of final amount spent",Completed,30,,No,,09/11/2011,10/26/2016,Automotive,Automotive,https://autotechinsight.spglobal.com/news/5235570/nexteer-opens-new-manufacturing-plant-in-india,https://www.mlive.com/business/mid-michigan/2011/09/nexteer_automotive_investing_3.html,,,https://www.mlive.com/business/mid-michigan/2011/09/nexteer_automotive_investing_3.html,,https://www.autocarpro.in/feature/hero-motocorp-ups-ante-focus-3562,,South Asia,2011,9/1/2011,,Nexteer Automotive,Aviation Industry Corporation of China,,China,Beijing Municipality,Beijing,Asia,India,,,Automotive Components,Other motor vehicle parts,Transport Equipment,Maintenance & Servicing,93,Yes,9.1,Yes,New,,"""Nexteer's business in India has grown significantly in recent years and we expect India to remain a high growth market for Nexteer for years to come,"" said Madhav Kulkarni, managing director at Nexteer India.",,,,Madhav Kulkarni,"Managing Director (India), Nexteer Automotive",,,,,,,,,
2446,,,,,,,,,,Changed name to Russian Federation,,,,,,,,,,,,,,,,,,Northern Asia,,12/1/2018,,Joyson,Joyson,,China,Zhejiang,Ningbo,Europe,Russian Federation,,Automotive components,Other motor vehicle parts,Transport Equipment,Manufacturing,48,Yes,9,No,Expansion,Opened,,,,http://ru.investinrussia.com/news/14676-ulianovskii-zavod-planiruet-vypuskat-sistemy-bezopasnosti,,,,,,,,,,,,
2447,,TR,,ok,Zaky,,03/02/2025,High,,Joint venture with Balochistan Glass of Pakistan ,Completed,9,,No,,08/04/2016,06/30/2017,Industry & Trade/Ser,Manufacturing,https://tribune.com.pk/story/1156065/tie-pakistani-chinese-firms-manufacture-glass-tubes,https://tribune.com.pk/story/1156065/tie-pakistani-chinese-firms-manufacture-glass-tubes,,,https://tribune.com.pk/story/1156065/tie-pakistani-chinese-firms-manufacture-glass-tubes,https://tribune.com.pk/story/1156065/tie-pakistani-chinese-firms-manufacture-glass-tubes,https://tribune.com.pk/story/1156065/tie-pakistani-chinese-firms-manufacture-glass-tubes,,South Asia,2016,8/1/2016,,Globalink Glass Technology & Equipment,Globalink Glass Technology & Equipment,,China,Hebei,Qinhuangdao,Asia,Pakistan,,Ceramics & Glass,Glass & glass products,Life sciences,Manufacturing,500,No,9,No,New,,,,,,Ju Xin Hong,Chief Executive Officer,,,,,,,,,,
2448,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,1/1/2010,,Haier Electrical Appliances,Haier Group,,China,Shandong,Qingdao,Asia,Thailand,,Consumer Electronics,Household appliances,Consumer Goods,Manufacturing,185,Yes,9,No,Expansion,,,,,,Wu Yong,"Managing Director (Thailand), Haier Electrical Appliances",,,,,,,,,,
2449,,,,,Alif,,03/27/2025,Unknown,,The available information is insufficient. Attempts to search for information in online articles and reports have already been made,Unknown,,,,,,,,,,,,,,,,,Southeast Asia,,4/1/2003,,Taiji Computer,Taiji Computer,,China,Not Specified,Not Specified,Asia,Thailand,,,Business Machines & Equipment,Computer & peripheral equipment,ICT & Electronics,Manufacturing,46,Yes,9,No,New,,,,,,,,,,,,,,,,
2450,,,,,Alif,,03/27/2025,Irrelevant,,Launch new product (M7 Power) to enter Thailand's mobile phone market. This activity/action is not identified as a greenfield investment.,Announced,,,,,09/28/2017,,ICT,ICT Services,,,,,https://www.facebook.com/GioneeGlobal/posts/gionee-thailand-m7-power-launch-event-is-coming-soonsomething-big-is-about-to-co/1458212207567907/,,https://www.facebook.com/GioneeGlobal/posts/gionee-thailand-m7-power-launch-event-is-coming-soonsomething-big-is-about-to-co/1458212207567907/,https://www.bangkokpost.com/business/1349406/gionee-in-mad-dash-to-enter-thai-market,Southeast Asia,2017,10/1/2017,,Gionee Communication Equipment,Gionee Communication Equipment,,China,Guangdong,Shenzhen,Asia,Thailand,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,New,,,,,,,,,,,,,,,,,
2451,,TR,,ok,Zaky,,03/09/2025,Medium,,"Just information that they already prepare to open new R&D center in Sri Lanka, no information about the update",,,,,,11/06/2016,,ICT,ICT Services,,,,,"https://www.sundaytimes.lk/161106/business-times/huaweis-customer-solution-innovation-and-integration-experience-centre-215833.html#:~:text=While%20investing%2015%20per%20cent%20of%20its,new%20technology%20being%20Huawei's%20global%20Corporate%20Social",,"https://www.sundaytimes.lk/161106/business-times/huaweis-customer-solution-innovation-and-integration-experience-centre-215833.html#:~:text=While%20investing%2015%20per%20cent%20of%20its,new%20technology%20being%20Huawei's%20global%20Corporate%20Social",,South Asia,2016,9/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Sri Lanka,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,New,,"""Huawei is aggressively expecting considerable growth in 2016 as it has achieved outmatched milestones in the previous year as well. Huawei has gained a market share of 24.4% according to GFK Q3 2016 in Sri Lanka further accelerating its market as the number two smartphone brand in the country,"" said Henry Liu, country-head, Huawei Device Sri Lanka.",,,,Henry Liu,"Country Head, Huawei Device Sri Lanka",,,Kalpa Perera,"General Manager, Huawei Device Sri Lanka",,,,,,
2452,,TR,,ok,Zaky,,03/09/2025,Duplicate,2451,,,,,,,,,,,,,,,,,,,South Asia,,9/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Sri Lanka,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,New,,"""Huawei is aggressively expecting considerable growth in 2016 as it has achieved outmatched milestones in the previous year as well. Huawei has gained a market share of 24.4% according to GFK Q3 2016 in Sri Lanka further accelerating its market as the number two smartphone brand in the country,"" said Henry Liu, country-head, Huawei Device Sri Lanka.",,,,Henry Liu,"Country Head, Huawei Device Sri Lanka",,,Kalpa Perera,"General Manager, Huawei Device Sri Lanka",,,,,,
2453,,TR,,ok,Zaky,,03/09/2025,Duplicate,2451,,,,,,,,,,,,,,,,,,,South Asia,,9/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Sri Lanka,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,New,,"""Huawei is aggressively expecting considerable growth in 2016 as it has achieved outmatched milestones in the previous year as well. Huawei has gained a market share of 24.4% according to GFK Q3 2016 in Sri Lanka further accelerating its market as the number two smartphone brand in the country,"" said Henry Liu, country-head, Huawei Device Sri Lanka.",,,,Henry Liu,"Country Head, Huawei Device Sri Lanka",,,Kalpa Perera,"General Manager, Huawei Device Sri Lanka",,,,,,
2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,Central Asia,,9/1/2016,,Huawei Tech Investment Tashkent,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Uzbekistan,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,Co-Locati,,,,,,,,,,,,,,,,,
2455,,TR,,ok,Zaky,,03/09/2025,Unknown,,The available information is inadequate. Efforts to search for information through online articles and reports have already been made. ,,,,,,,,,,,,,,,,,,South Asia,,7/1/2016,,Huawei Technologies,Huawei Technologies,,China,Guangdong,Shenzhen,Asia,Bangladesh,,Communications,Communications equipment,ICT & Electronics,"Sales, Marketing & Support",19,Yes,8.8,Yes,New,,,,,,Zhao Haofu,"Chief Executive Officer, Huawei Technologies (Bangladesh)",,,,,,,,,,
